Lead I,Lead II,Lead III,Lead aVR,Lead aVL,Lead aVF,Lead V1,Lead V2,Lead V3,Lead V4,Lead V5,Lead V6
729.0,655.0,278.0,180.0,614.0,339.0,516.0,1132.0,1992.0,2076.0,1351.0,742.0
723.0,673.0,301.0,179.0,612.0,342.0,513.0,1132.0,1992.0,2076.0,1354.0,745.0
695.0,656.0,313.0,196.0,581.0,356.0,528.0,1138.0,2007.0,2060.0,1342.0,742.0
689.0,648.0,311.0,208.0,557.0,367.0,532.0,1144.0,2017.0,2063.0,1335.0,745.0
685.0,638.0,304.0,218.0,537.0,379.0,532.0,1135.0,2004.0,2054.0,1332.0,739.0
685.0,641.0,308.0,235.0,509.0,389.0,532.0,1138.0,2004.0,2051.0,1329.0,733.0
676.0,638.0,314.0,224.0,522.0,387.0,535.0,1141.0,2013.0,2054.0,1338.0,739.0
685.0,638.0,304.0,205.0,545.0,383.0,532.0,1138.0,2017.0,2057.0,1342.0,733.0
673.0,628.0,306.0,209.0,533.0,391.0,541.0,1141.0,2007.0,2051.0,1338.0,736.0
660.0,623.0,314.0,229.0,517.0,387.0,538.0,1138.0,1998.0,2057.0,1342.0,739.0
685.0,632.0,298.0,236.0,524.0,373.0,528.0,1141.0,1998.0,2048.0,1326.0,739.0
698.0,629.0,283.0,235.0,537.0,361.0,532.0,1144.0,2004.0,2037.0,1317.0,733.0
695.0,635.0,292.0,228.0,537.0,368.0,525.0,1135.0,1998.0,2034.0,1323.0,736.0
682.0,632.0,301.0,219.0,550.0,364.0,525.0,1132.0,1992.0,2025.0,1323.0,733.0
685.0,625.0,291.0,212.0,561.0,360.0,525.0,1135.0,1998.0,2019.0,1323.0,729.0
689.0,620.0,283.0,214.0,554.0,364.0,532.0,1138.0,2004.0,2025.0,1323.0,726.0
678.0,616.0,290.0,203.0,567.0,363.0,532.0,1141.0,2010.0,2028.0,1317.0,726.0
664.0,610.0,298.0,198.0,566.0,370.0,532.0,1144.0,2004.0,2025.0,1323.0,726.0
674.0,618.0,295.0,198.0,562.0,373.0,532.0,1147.0,2004.0,2028.0,1320.0,726.0
673.0,610.0,289.0,193.0,570.0,370.0,538.0,1150.0,2010.0,2031.0,1317.0,720.0
696.0,616.0,272.0,201.0,555.0,376.0,541.0,1150.0,2010.0,2034.0,1326.0,729.0
717.0,623.0,258.0,207.0,551.0,375.0,538.0,1144.0,2010.0,2031.0,1329.0,726.0
709.0,626.0,268.0,211.0,541.0,381.0,535.0,1144.0,2007.0,2028.0,1317.0,733.0
701.0,626.0,276.0,214.0,545.0,373.0,532.0,1138.0,2017.0,2025.0,1310.0,726.0
701.0,632.0,283.0,224.0,538.0,371.0,535.0,1144.0,2004.0,2025.0,1313.0,729.0
695.0,641.0,298.0,233.0,526.0,373.0,538.0,1150.0,2004.0,2025.0,1310.0,733.0
678.0,641.0,315.0,227.0,539.0,367.0,538.0,1153.0,2017.0,2019.0,1307.0,723.0
667.0,638.0,323.0,221.0,556.0,356.0,538.0,1157.0,2017.0,2012.0,1304.0,726.0
659.0,632.0,324.0,213.0,564.0,357.0,544.0,1157.0,2013.0,2012.0,1304.0,723.0
642.0,620.0,329.0,214.0,569.0,350.0,538.0,1157.0,2017.0,2019.0,1310.0,726.0
631.0,609.0,328.0,219.0,559.0,356.0,541.0,1163.0,2023.0,2015.0,1304.0,723.0
635.0,604.0,320.0,223.0,557.0,353.0,550.0,1163.0,2023.0,2019.0,1304.0,726.0
646.0,604.0,309.0,220.0,552.0,360.0,550.0,1160.0,2013.0,2012.0,1310.0,726.0
645.0,598.0,304.0,213.0,553.0,367.0,550.0,1157.0,2004.0,2019.0,1317.0,726.0
648.0,600.0,303.0,211.0,552.0,370.0,547.0,1157.0,2013.0,2019.0,1307.0,726.0
645.0,598.0,304.0,211.0,566.0,356.0,544.0,1150.0,2017.0,2012.0,1304.0,720.0
664.0,608.0,296.0,210.0,564.0,359.0,550.0,1160.0,2017.0,2015.0,1307.0,723.0
654.0,607.0,304.0,219.0,554.0,359.0,550.0,1157.0,2023.0,2019.0,1304.0,726.0
662.0,610.0,300.0,221.0,555.0,356.0,550.0,1163.0,2020.0,2012.0,1301.0,717.0
676.0,620.0,295.0,221.0,547.0,365.0,550.0,1163.0,2023.0,2012.0,1298.0,708.0
696.0,626.0,281.0,223.0,548.0,362.0,550.0,1160.0,2017.0,2006.0,1301.0,708.0
714.0,635.0,273.0,208.0,562.0,362.0,544.0,1157.0,2017.0,2006.0,1298.0,708.0
707.0,615.0,259.0,213.0,557.0,362.0,550.0,1163.0,2023.0,2012.0,1307.0,711.0
695.0,610.0,267.0,210.0,554.0,368.0,544.0,1157.0,2023.0,2019.0,1298.0,714.0
657.0,604.0,298.0,209.0,560.0,365.0,557.0,1163.0,2020.0,2009.0,1298.0,708.0
622.0,595.0,323.0,214.0,559.0,359.0,550.0,1163.0,2017.0,2006.0,1304.0,714.0
623.0,598.0,325.0,213.0,562.0,358.0,547.0,1169.0,2020.0,2003.0,1295.0,708.0
635.0,598.0,314.0,201.0,582.0,350.0,544.0,1163.0,2023.0,2006.0,1298.0,708.0
642.0,598.0,308.0,204.0,583.0,346.0,553.0,1172.0,2026.0,2012.0,1304.0,714.0
642.0,598.0,308.0,201.0,582.0,350.0,550.0,1175.0,2017.0,2012.0,1304.0,708.0
643.0,604.0,313.0,206.0,577.0,350.0,550.0,1169.0,2023.0,2009.0,1288.0,695.0
639.0,604.0,317.0,205.0,569.0,359.0,550.0,1169.0,2023.0,2006.0,1279.0,689.0
634.0,595.0,312.0,206.0,564.0,363.0,550.0,1169.0,2026.0,2006.0,1282.0,686.0
628.0,598.0,320.0,205.0,582.0,345.0,550.0,1169.0,2023.0,2006.0,1285.0,689.0
637.0,585.0,300.0,205.0,585.0,343.0,544.0,1169.0,2023.0,2003.0,1282.0,692.0
660.0,588.0,279.0,199.0,586.0,348.0,544.0,1169.0,2023.0,2000.0,1285.0,701.0
671.0,585.0,266.0,220.0,562.0,350.0,544.0,1172.0,2020.0,2003.0,1292.0,698.0
670.0,588.0,270.0,223.0,544.0,367.0,544.0,1175.0,2017.0,2006.0,1298.0,701.0
642.0,584.0,294.0,220.0,539.0,374.0,541.0,1172.0,2023.0,2006.0,1292.0,708.0
625.0,576.0,301.0,229.0,526.0,378.0,544.0,1175.0,2035.0,2012.0,1292.0,708.0
618.0,586.0,319.0,227.0,529.0,376.0,550.0,1182.0,2023.0,2009.0,1292.0,701.0
606.0,585.0,329.0,226.0,532.0,375.0,550.0,1182.0,2023.0,2006.0,1285.0,695.0
597.0,583.0,337.0,227.0,536.0,370.0,553.0,1185.0,2032.0,2003.0,1295.0,695.0
597.0,585.0,339.0,221.0,547.0,365.0,550.0,1175.0,2029.0,2006.0,1292.0,695.0
597.0,583.0,337.0,213.0,555.0,365.0,550.0,1185.0,2029.0,1997.0,1288.0,686.0
594.0,591.0,348.0,213.0,557.0,362.0,557.0,1188.0,2035.0,1987.0,1285.0,683.0
611.0,599.0,339.0,211.0,557.0,365.0,557.0,1191.0,2042.0,1994.0,1276.0,689.0
635.0,604.0,320.0,196.0,573.0,364.0,557.0,1194.0,2048.0,1994.0,1279.0,689.0
643.0,603.0,311.0,208.0,556.0,370.0,557.0,1191.0,2042.0,2000.0,1282.0,692.0
645.0,601.0,308.0,226.0,537.0,370.0,550.0,1182.0,2042.0,2000.0,1285.0,695.0
648.0,596.0,299.0,231.0,536.0,366.0,557.0,1185.0,2045.0,2015.0,1301.0,698.0
642.0,595.0,304.0,235.0,537.0,361.0,557.0,1188.0,2042.0,2031.0,1310.0,701.0
646.0,601.0,306.0,241.0,544.0,348.0,563.0,1182.0,2038.0,2028.0,1307.0,698.0
654.0,595.0,292.0,244.0,551.0,337.0,557.0,1182.0,2029.0,2025.0,1304.0,701.0
625.0,585.0,311.0,245.0,543.0,345.0,557.0,1182.0,2038.0,2022.0,1301.0,692.0
616.0,576.0,311.0,251.0,529.0,353.0,557.0,1182.0,2042.0,2019.0,1298.0,689.0
605.0,584.0,329.0,248.0,529.0,356.0,560.0,1182.0,2042.0,2031.0,1301.0,695.0
584.0,582.0,348.0,252.0,522.0,359.0,557.0,1182.0,2042.0,2037.0,1304.0,701.0
586.0,578.0,342.0,257.0,524.0,353.0,557.0,1185.0,2042.0,2031.0,1304.0,698.0
581.0,573.0,342.0,263.0,523.0,346.0,557.0,1188.0,2048.0,2031.0,1304.0,695.0
586.0,583.0,348.0,276.0,517.0,340.0,544.0,1182.0,2035.0,2044.0,1304.0,701.0
603.0,598.0,345.0,280.0,526.0,326.0,538.0,1175.0,2023.0,2057.0,1310.0,701.0
613.0,601.0,339.0,278.0,526.0,329.0,547.0,1185.0,2042.0,2070.0,1317.0,711.0
616.0,601.0,336.0,274.0,544.0,315.0,544.0,1182.0,2042.0,2082.0,1329.0,726.0
597.0,590.0,344.0,281.0,534.0,318.0,557.0,1194.0,2038.0,2082.0,1332.0,726.0
588.0,579.0,342.0,289.0,512.0,331.0,550.0,1194.0,2048.0,2082.0,1329.0,726.0
600.0,580.0,331.0,280.0,517.0,336.0,553.0,1191.0,2051.0,2079.0,1335.0,729.0
606.0,582.0,326.0,274.0,520.0,339.0,563.0,1194.0,2054.0,2082.0,1335.0,726.0
600.0,573.0,323.0,276.0,514.0,343.0,563.0,1194.0,2063.0,2095.0,1345.0,726.0
609.0,566.0,308.0,277.0,514.0,342.0,569.0,1200.0,2060.0,2113.0,1360.0,726.0
620.0,563.0,294.0,292.0,501.0,341.0,575.0,1213.0,2070.0,2123.0,1367.0,736.0
625.0,563.0,289.0,291.0,504.0,337.0,582.0,1232.0,2079.0,2132.0,1373.0,745.0
619.0,565.0,296.0,291.0,513.0,329.0,585.0,1219.0,2073.0,2132.0,1373.0,751.0
625.0,576.0,301.0,286.0,509.0,337.0,582.0,1219.0,2073.0,2138.0,1379.0,751.0
616.0,573.0,308.0,299.0,510.0,324.0,585.0,1219.0,2076.0,2135.0,1376.0,754.0
600.0,566.0,317.0,307.0,516.0,311.0,582.0,1219.0,2079.0,2132.0,1367.0,739.0
596.0,560.0,315.0,311.0,497.0,325.0,582.0,1219.0,2076.0,2148.0,1376.0,742.0
563.0,560.0,348.0,316.0,487.0,330.0,575.0,1213.0,2073.0,2151.0,1379.0,739.0
555.0,563.0,359.0,303.0,504.0,326.0,569.0,1213.0,2076.0,2154.0,1379.0,745.0
550.0,566.0,367.0,298.0,520.0,315.0,569.0,1213.0,2079.0,2157.0,1385.0,745.0
545.0,565.0,370.0,286.0,529.0,318.0,569.0,1210.0,2067.0,2163.0,1388.0,758.0
534.0,563.0,379.0,268.0,547.0,318.0,569.0,1207.0,2060.0,2170.0,1392.0,764.0
547.0,565.0,368.0,268.0,551.0,314.0,566.0,1213.0,2063.0,2176.0,1392.0,761.0
563.0,570.0,358.0,264.0,548.0,320.0,569.0,1213.0,2067.0,2170.0,1392.0,758.0
544.0,563.0,370.0,279.0,534.0,320.0,560.0,1207.0,2054.0,2182.0,1398.0,758.0
531.0,570.0,389.0,291.0,519.0,323.0,557.0,1200.0,2054.0,2188.0,1398.0,758.0
525.0,570.0,395.0,291.0,523.0,318.0,557.0,1203.0,2054.0,2188.0,1407.0,761.0
544.0,573.0,379.0,289.0,517.0,326.0,557.0,1207.0,2054.0,2195.0,1410.0,758.0
528.0,571.0,394.0,298.0,511.0,325.0,553.0,1203.0,2060.0,2198.0,1417.0,761.0
531.0,566.0,386.0,293.0,511.0,330.0,550.0,1200.0,2054.0,2213.0,1423.0,770.0
553.0,571.0,368.0,297.0,491.0,345.0,553.0,1197.0,2057.0,2220.0,1426.0,779.0
553.0,573.0,370.0,302.0,487.0,343.0,563.0,1200.0,2054.0,2226.0,1423.0,783.0
550.0,570.0,370.0,296.0,502.0,335.0,566.0,1197.0,2054.0,2232.0,1423.0,786.0
556.0,570.0,364.0,280.0,522.0,331.0,569.0,1207.0,2054.0,2226.0,1429.0,789.0
566.0,571.0,356.0,275.0,521.0,337.0,569.0,1210.0,2063.0,2235.0,1442.0,786.0
566.0,566.0,351.0,261.0,522.0,350.0,569.0,1213.0,2073.0,2238.0,1448.0,789.0
563.0,563.0,351.0,264.0,526.0,343.0,575.0,1219.0,2067.0,2238.0,1445.0,789.0
550.0,566.0,367.0,271.0,531.0,331.0,575.0,1219.0,2073.0,2251.0,1454.0,795.0
546.0,563.0,368.0,267.0,532.0,335.0,572.0,1219.0,2070.0,2245.0,1457.0,792.0
538.0,557.0,370.0,258.0,532.0,342.0,569.0,1219.0,2079.0,2251.0,1454.0,789.0
553.0,566.0,364.0,263.0,528.0,342.0,575.0,1219.0,2076.0,2257.0,1460.0,786.0
572.0,573.0,351.0,273.0,523.0,337.0,569.0,1219.0,2073.0,2257.0,1460.0,789.0
567.0,576.0,359.0,262.0,522.0,348.0,569.0,1222.0,2076.0,2266.0,1463.0,801.0
563.0,576.0,364.0,255.0,529.0,348.0,569.0,1219.0,2073.0,2270.0,1460.0,808.0
572.0,580.0,359.0,244.0,532.0,357.0,572.0,1213.0,2067.0,2276.0,1463.0,811.0
563.0,585.0,373.0,239.0,528.0,365.0,569.0,1219.0,2067.0,2282.0,1479.0,814.0
561.0,576.0,366.0,237.0,514.0,381.0,572.0,1222.0,2073.0,2279.0,1473.0,814.0
575.0,582.0,358.0,224.0,522.0,387.0,575.0,1219.0,2079.0,2288.0,1473.0,814.0
588.0,580.0,343.0,235.0,521.0,378.0,575.0,1228.0,2079.0,2295.0,1479.0,820.0
588.0,582.0,345.0,238.0,517.0,378.0,582.0,1225.0,2073.0,2295.0,1473.0,820.0
578.0,582.0,354.0,232.0,529.0,371.0,582.0,1228.0,2079.0,2295.0,1473.0,808.0
581.0,582.0,351.0,226.0,547.0,361.0,575.0,1225.0,2079.0,2295.0,1467.0,808.0
553.0,573.0,370.0,228.0,551.0,354.0,572.0,1222.0,2070.0,2304.0,1485.0,814.0
541.0,566.0,376.0,223.0,557.0,353.0,569.0,1219.0,2060.0,2301.0,1485.0,814.0
561.0,574.0,364.0,218.0,572.0,342.0,572.0,1222.0,2063.0,2301.0,1485.0,811.0
584.0,582.0,348.0,216.0,575.0,342.0,569.0,1225.0,2067.0,2307.0,1498.0,814.0
589.0,593.0,354.0,208.0,572.0,353.0,572.0,1225.0,2063.0,2310.0,1498.0,814.0
597.0,595.0,348.0,204.0,567.0,362.0,569.0,1225.0,2073.0,2307.0,1498.0,820.0
625.0,582.0,308.0,200.0,563.0,370.0,569.0,1232.0,2073.0,2304.0,1501.0,820.0
628.0,579.0,301.0,173.0,578.0,383.0,569.0,1225.0,2079.0,2307.0,1498.0,820.0
609.0,573.0,314.0,180.0,591.0,362.0,569.0,1222.0,2070.0,2307.0,1507.0,820.0
594.0,570.0,326.0,198.0,579.0,356.0,575.0,1225.0,2073.0,2313.0,1498.0,820.0
584.0,582.0,348.0,213.0,562.0,358.0,569.0,1225.0,2070.0,2313.0,1501.0,823.0
578.0,595.0,367.0,211.0,575.0,346.0,569.0,1225.0,2067.0,2307.0,1492.0,820.0
579.0,598.0,369.0,205.0,581.0,347.0,566.0,1219.0,2063.0,2304.0,1495.0,817.0
581.0,591.0,361.0,205.0,573.0,355.0,563.0,1207.0,2054.0,2313.0,1498.0,820.0
595.0,595.0,350.0,198.0,581.0,354.0,566.0,1219.0,2063.0,2310.0,1501.0,814.0
606.0,595.0,339.0,183.0,594.0,356.0,569.0,1219.0,2067.0,2326.0,1510.0,826.0
603.0,584.0,331.0,180.0,597.0,356.0,566.0,1216.0,2070.0,2320.0,1504.0,829.0
609.0,576.0,317.0,177.0,606.0,350.0,563.0,1219.0,2067.0,2326.0,1510.0,839.0
624.0,591.0,318.0,180.0,597.0,355.0,572.0,1222.0,2073.0,2326.0,1507.0,839.0
616.0,588.0,323.0,177.0,597.0,359.0,569.0,1219.0,2073.0,2332.0,1504.0,833.0
620.0,588.0,319.0,179.0,591.0,363.0,569.0,1219.0,2063.0,2323.0,1501.0,833.0
628.0,595.0,317.0,185.0,581.0,367.0,575.0,1225.0,2067.0,2307.0,1498.0,820.0
631.0,604.0,323.0,197.0,563.0,373.0,569.0,1219.0,2070.0,2301.0,1488.0,820.0
648.0,610.0,314.0,196.0,573.0,364.0,575.0,1219.0,2073.0,2307.0,1485.0,820.0
647.0,607.0,312.0,196.0,567.0,369.0,572.0,1222.0,2067.0,2307.0,1495.0,820.0
642.0,607.0,317.0,205.0,564.0,364.0,575.0,1219.0,2073.0,2307.0,1492.0,814.0
652.0,620.0,319.0,208.0,562.0,363.0,575.0,1222.0,2070.0,2307.0,1488.0,817.0
670.0,626.0,308.0,211.0,556.0,365.0,575.0,1225.0,2073.0,2313.0,1492.0,820.0
685.0,638.0,304.0,208.0,554.0,371.0,578.0,1225.0,2076.0,2313.0,1492.0,823.0
689.0,648.0,311.0,205.0,569.0,359.0,582.0,1232.0,2079.0,2313.0,1498.0,826.0
687.0,628.0,292.0,194.0,587.0,352.0,578.0,1235.0,2073.0,2316.0,1501.0,823.0
676.0,613.0,289.0,191.0,601.0,340.0,582.0,1232.0,2079.0,2313.0,1498.0,814.0
657.0,612.0,306.0,194.0,579.0,360.0,585.0,1235.0,2073.0,2310.0,1488.0,808.0
645.0,604.0,311.0,201.0,559.0,373.0,582.0,1225.0,2073.0,2301.0,1479.0,808.0
673.0,615.0,293.0,194.0,562.0,378.0,569.0,1225.0,2073.0,2304.0,1485.0,814.0
679.0,629.0,301.0,191.0,564.0,378.0,569.0,1225.0,2073.0,2313.0,1492.0,814.0
670.0,631.0,313.0,188.0,577.0,368.0,569.0,1219.0,2067.0,2320.0,1498.0,820.0
648.0,632.0,336.0,177.0,592.0,364.0,569.0,1219.0,2067.0,2332.0,1510.0,833.0
674.0,641.0,319.0,178.0,591.0,363.0,569.0,1219.0,2073.0,2338.0,1517.0,839.0
682.0,648.0,317.0,188.0,575.0,370.0,569.0,1225.0,2073.0,2338.0,1523.0,845.0
680.0,638.0,309.0,197.0,563.0,373.0,569.0,1225.0,2070.0,2338.0,1523.0,845.0
689.0,648.0,311.0,199.0,576.0,358.0,563.0,1219.0,2060.0,2338.0,1523.0,845.0
701.0,651.0,301.0,198.0,579.0,356.0,569.0,1222.0,2070.0,2341.0,1523.0,848.0
707.0,654.0,298.0,177.0,611.0,345.0,575.0,1219.0,2073.0,2338.0,1523.0,845.0
710.0,653.0,294.0,178.0,605.0,350.0,566.0,1219.0,2067.0,2332.0,1513.0,848.0
701.0,648.0,298.0,188.0,589.0,356.0,563.0,1213.0,2060.0,2332.0,1510.0,851.0
717.0,657.0,292.0,189.0,589.0,355.0,563.0,1216.0,2060.0,2323.0,1510.0,842.0
726.0,666.0,292.0,185.0,595.0,353.0,563.0,1213.0,2060.0,2320.0,1510.0,839.0
698.0,666.0,320.0,186.0,592.0,355.0,569.0,1207.0,2063.0,2316.0,1510.0,842.0
695.0,673.0,329.0,196.0,587.0,350.0,569.0,1207.0,2060.0,2320.0,1517.0,845.0
664.0,651.0,339.0,215.0,546.0,372.0,569.0,1210.0,2063.0,2316.0,1517.0,836.0
642.0,632.0,342.0,233.0,531.0,368.0,569.0,1213.0,2067.0,2320.0,1517.0,839.0
645.0,638.0,345.0,226.0,536.0,371.0,569.0,1207.0,2067.0,2320.0,1517.0,839.0
645.0,654.0,361.0,229.0,536.0,368.0,563.0,1207.0,2067.0,2320.0,1517.0,839.0
677.0,660.0,334.0,219.0,542.0,371.0,566.0,1213.0,2073.0,2316.0,1517.0,842.0
710.0,679.0,320.0,211.0,561.0,361.0,569.0,1219.0,2079.0,2313.0,1523.0,839.0
717.0,675.0,309.0,208.0,594.0,331.0,566.0,1222.0,2073.0,2316.0,1513.0,839.0
714.0,679.0,317.0,202.0,636.0,295.0,563.0,1219.0,2067.0,2320.0,1510.0,839.0
720.0,682.0,314.0,222.0,644.0,266.0,569.0,1219.0,2073.0,2323.0,1504.0,836.0
732.0,688.0,308.0,243.0,657.0,233.0,582.0,1232.0,2079.0,2326.0,1510.0,839.0
729.0,688.0,311.0,241.0,684.0,209.0,582.0,1232.0,2079.0,2316.0,1510.0,839.0
748.0,688.0,292.0,244.0,692.0,196.0,582.0,1238.0,2073.0,2320.0,1504.0,839.0
737.0,676.0,290.0,251.0,692.0,190.0,578.0,1228.0,2082.0,2313.0,1504.0,839.0
742.0,657.0,267.0,244.0,692.0,196.0,575.0,1225.0,2085.0,2320.0,1510.0,845.0
750.0,674.0,276.0,258.0,682.0,192.0,569.0,1222.0,2079.0,2326.0,1513.0,845.0
745.0,673.0,279.0,269.0,666.0,198.0,569.0,1225.0,2079.0,2320.0,1510.0,845.0
740.0,683.0,294.0,258.0,668.0,207.0,569.0,1228.0,2082.0,2323.0,1517.0,848.0
726.0,695.0,320.0,249.0,664.0,220.0,575.0,1225.0,2085.0,2326.0,1517.0,851.0
698.0,679.0,333.0,254.0,642.0,236.0,575.0,1225.0,2082.0,2329.0,1517.0,858.0
679.0,673.0,345.0,248.0,639.0,246.0,582.0,1225.0,2079.0,2326.0,1517.0,851.0
675.0,663.0,340.0,260.0,623.0,250.0,585.0,1232.0,2088.0,2316.0,1510.0,842.0
673.0,657.0,336.0,279.0,595.0,259.0,582.0,1238.0,2092.0,2320.0,1510.0,839.0
693.0,671.0,329.0,272.0,599.0,261.0,585.0,1241.0,2092.0,2310.0,1504.0,833.0
707.0,688.0,333.0,282.0,575.0,276.0,582.0,1238.0,2085.0,2301.0,1498.0,833.0
726.0,681.0,306.0,291.0,569.0,273.0,578.0,1232.0,2088.0,2304.0,1504.0,836.0
735.0,685.0,301.0,293.0,562.0,278.0,575.0,1232.0,2085.0,2313.0,1504.0,839.0
735.0,684.0,300.0,324.0,536.0,273.0,585.0,1247.0,2085.0,2310.0,1498.0,833.0
726.0,679.0,304.0,344.0,506.0,283.0,582.0,1244.0,2085.0,2320.0,1504.0,839.0
729.0,681.0,303.0,332.0,510.0,291.0,582.0,1235.0,2085.0,2316.0,1513.0,836.0
726.0,679.0,304.0,343.0,486.0,305.0,582.0,1238.0,2085.0,2320.0,1523.0,845.0
714.0,680.0,318.0,389.0,472.0,271.0,588.0,1235.0,2076.0,2316.0,1513.0,845.0
714.0,676.0,314.0,443.0,450.0,240.0,588.0,1232.0,2079.0,2313.0,1510.0,839.0
729.0,683.0,306.0,481.0,441.0,211.0,582.0,1238.0,2082.0,2307.0,1498.0,829.0
735.0,682.0,298.0,521.0,448.0,164.0,582.0,1232.0,2079.0,2307.0,1492.0,833.0
719.0,679.0,312.0,570.0,441.0,121.0,578.0,1225.0,2079.0,2313.0,1510.0,851.0
692.0,666.0,326.0,605.0,444.0,83.0,575.0,1225.0,2079.0,2320.0,1517.0,858.0
709.0,685.0,328.0,634.0,472.0,25.0,569.0,1222.0,2079.0,2316.0,1520.0,851.0
707.0,691.0,336.0,649.0,482.0,0.0,575.0,1225.0,2085.0,2320.0,1517.0,845.0
734.0,701.0,319.0,671.0,420.0,41.0,575.0,1232.0,2079.0,2320.0,1523.0,845.0
776.0,720.0,295.0,683.0,339.0,111.0,575.0,1232.0,2073.0,2320.0,1523.0,839.0
773.0,718.0,297.0,671.0,207.0,255.0,572.0,1232.0,2073.0,2310.0,1513.0,842.0
739.0,698.0,311.0,668.0,117.0,348.0,569.0,1225.0,2073.0,2307.0,1510.0,839.0
719.0,688.0,321.0,691.0,30.0,411.0,569.0,1222.0,2070.0,2304.0,1510.0,836.0
682.0,676.0,345.0,721.0,0.0,411.0,569.0,1225.0,2073.0,2301.0,1510.0,833.0
698.0,676.0,329.0,706.0,64.0,363.0,569.0,1222.0,2082.0,2310.0,1507.0,839.0
717.0,682.0,317.0,699.0,139.0,295.0,569.0,1232.0,2085.0,2313.0,1510.0,839.0
720.0,683.0,315.0,728.0,147.0,258.0,572.0,1228.0,2079.0,2313.0,1510.0,839.0
717.0,691.0,326.0,735.0,156.0,242.0,569.0,1225.0,2073.0,2313.0,1510.0,839.0
734.0,701.0,319.0,712.0,141.0,280.0,563.0,1225.0,2073.0,2310.0,1504.0,842.0
739.0,704.0,317.0,701.0,136.0,296.0,569.0,1225.0,2073.0,2313.0,1504.0,839.0
722.0,690.0,320.0,686.0,180.0,268.0,575.0,1228.0,2070.0,2310.0,1501.0,836.0
720.0,676.0,308.0,671.0,200.0,262.0,575.0,1232.0,2060.0,2307.0,1498.0,833.0
719.0,691.0,324.0,618.0,269.0,246.0,572.0,1235.0,2079.0,2304.0,1498.0,836.0
701.0,691.0,342.0,535.0,354.0,243.0,575.0,1238.0,2079.0,2301.0,1498.0,833.0
701.0,685.0,336.0,427.0,378.0,328.0,572.0,1219.0,2067.0,2307.0,1501.0,836.0
704.0,685.0,333.0,314.0,378.0,440.0,569.0,1219.0,2067.0,2307.0,1504.0,839.0
701.0,690.0,341.0,203.0,343.0,586.0,572.0,1219.0,2070.0,2301.0,1495.0,836.0
689.0,691.0,354.0,117.0,350.0,665.0,569.0,1225.0,2079.0,2301.0,1498.0,833.0
700.0,682.0,334.0,71.0,376.0,685.0,572.0,1222.0,2073.0,2307.0,1498.0,833.0
704.0,691.0,339.0,38.0,403.0,690.0,563.0,1219.0,2073.0,2307.0,1498.0,833.0
721.0,684.0,314.0,17.0,419.0,696.0,563.0,1219.0,2079.0,2301.0,1498.0,823.0
742.0,682.0,292.0,0.0,444.0,689.0,563.0,1225.0,2085.0,2301.0,1492.0,826.0
740.0,688.0,300.0,22.0,431.0,680.0,560.0,1222.0,2070.0,2301.0,1492.0,826.0
742.0,679.0,289.0,56.0,416.0,661.0,557.0,1225.0,2073.0,2301.0,1498.0,839.0
719.0,678.0,311.0,62.0,422.0,648.0,566.0,1225.0,2076.0,2304.0,1504.0,836.0
723.0,679.0,308.0,75.0,434.0,623.0,569.0,1232.0,2079.0,2301.0,1504.0,839.0
743.0,685.0,294.0,95.0,441.0,596.0,569.0,1219.0,2070.0,2307.0,1510.0,836.0
754.0,685.0,283.0,118.0,436.0,578.0,563.0,1213.0,2067.0,2307.0,1510.0,839.0
759.0,695.0,287.0,140.0,441.0,551.0,563.0,1222.0,2082.0,2304.0,1498.0,839.0
751.0,701.0,301.0,164.0,448.0,520.0,569.0,1225.0,2085.0,2313.0,1504.0,839.0
719.0,698.0,331.0,179.0,459.0,495.0,585.0,1238.0,2085.0,2310.0,1510.0,829.0
689.0,695.0,358.0,191.0,466.0,476.0,588.0,1244.0,2085.0,2307.0,1504.0,826.0
690.0,691.0,353.0,209.0,469.0,455.0,591.0,1244.0,2092.0,2316.0,1510.0,833.0
698.0,688.0,342.0,218.0,492.0,423.0,588.0,1244.0,2092.0,2320.0,1510.0,839.0
704.0,690.0,338.0,232.0,486.0,416.0,588.0,1235.0,2085.0,2329.0,1520.0,833.0
704.0,688.0,336.0,249.0,472.0,412.0,582.0,1232.0,2079.0,2332.0,1517.0,833.0
714.0,690.0,328.0,258.0,467.0,408.0,575.0,1228.0,2082.0,2316.0,1510.0,836.0
726.0,691.0,317.0,273.0,457.0,403.0,575.0,1225.0,2085.0,2320.0,1517.0,833.0
720.0,693.0,324.0,275.0,469.0,388.0,582.0,1232.0,2085.0,2316.0,1513.0,845.0
732.0,691.0,311.0,261.0,503.0,368.0,582.0,1232.0,2079.0,2307.0,1510.0,851.0
751.0,691.0,292.0,258.0,512.0,363.0,572.0,1228.0,2073.0,2307.0,1513.0,845.0
745.0,688.0,295.0,263.0,523.0,346.0,575.0,1232.0,2073.0,2307.0,1510.0,851.0
732.0,683.0,303.0,266.0,532.0,335.0,575.0,1225.0,2076.0,2313.0,1510.0,836.0
720.0,685.0,317.0,266.0,554.0,312.0,575.0,1225.0,2073.0,2320.0,1510.0,833.0
714.0,685.0,323.0,244.0,586.0,304.0,569.0,1225.0,2079.0,2313.0,1495.0,833.0
