Lead I,Lead II,Lead III,Lead aVR,Lead aVL,Lead aVF,Lead V1,Lead V2,Lead V3,Lead V4,Lead V5,Lead V6
776.0,696.0,272.0,208.0,539.0,386.0,482.0,932.0,1828.0,2304.0,1470.0,798.0
782.0,704.0,273.0,207.0,537.0,389.0,482.0,932.0,1822.0,2307.0,1473.0,801.0
793.0,701.0,259.0,213.0,525.0,395.0,478.0,925.0,1828.0,2310.0,1479.0,801.0
810.0,707.0,248.0,210.0,522.0,401.0,475.0,925.0,1828.0,2307.0,1479.0,795.0
789.0,704.0,267.0,223.0,506.0,405.0,472.0,916.0,1816.0,2313.0,1476.0,801.0
757.0,695.0,289.0,221.0,509.0,403.0,469.0,913.0,1809.0,2313.0,1479.0,801.0
717.0,695.0,329.0,204.0,539.0,389.0,466.0,907.0,1809.0,2313.0,1479.0,801.0
695.0,698.0,354.0,202.0,551.0,380.0,463.0,900.0,1816.0,2326.0,1485.0,801.0
687.0,695.0,359.0,201.0,556.0,376.0,469.0,903.0,1809.0,2332.0,1501.0,811.0
682.0,701.0,370.0,194.0,567.0,371.0,463.0,900.0,1809.0,2357.0,1517.0,826.0
705.0,698.0,344.0,194.0,557.0,381.0,463.0,894.0,1806.0,2357.0,1523.0,829.0
732.0,704.0,323.0,194.0,553.0,386.0,463.0,894.0,1809.0,2351.0,1523.0,826.0
726.0,707.0,333.0,203.0,546.0,385.0,466.0,897.0,1794.0,2348.0,1513.0,820.0
735.0,698.0,314.0,208.0,544.0,381.0,469.0,894.0,1791.0,2345.0,1504.0,826.0
746.0,699.0,304.0,220.0,532.0,381.0,463.0,891.0,1787.0,2341.0,1507.0,833.0
760.0,710.0,301.0,221.0,537.0,375.0,469.0,894.0,1797.0,2338.0,1510.0,833.0
750.0,699.0,301.0,214.0,532.0,386.0,469.0,882.0,1787.0,2345.0,1504.0,826.0
754.0,710.0,308.0,208.0,534.0,390.0,463.0,869.0,1778.0,2338.0,1504.0,820.0
764.0,712.0,300.0,208.0,534.0,391.0,457.0,857.0,1781.0,2348.0,1498.0,826.0
760.0,704.0,295.0,199.0,534.0,400.0,463.0,863.0,1784.0,2345.0,1498.0,820.0
756.0,695.0,290.0,208.0,537.0,388.0,463.0,860.0,1775.0,2341.0,1510.0,820.0
751.0,685.0,286.0,226.0,532.0,375.0,457.0,857.0,1766.0,2345.0,1510.0,826.0
744.0,693.0,301.0,228.0,531.0,375.0,460.0,857.0,1775.0,2341.0,1513.0,833.0
745.0,707.0,314.0,226.0,532.0,375.0,463.0,850.0,1772.0,2338.0,1517.0,833.0
752.0,711.0,311.0,209.0,542.0,382.0,460.0,844.0,1762.0,2351.0,1517.0,836.0
751.0,710.0,311.0,208.0,539.0,386.0,457.0,844.0,1759.0,2351.0,1523.0,845.0
746.0,703.0,308.0,191.0,550.0,392.0,460.0,835.0,1759.0,2348.0,1526.0,842.0
760.0,701.0,292.0,183.0,561.0,389.0,457.0,838.0,1759.0,2351.0,1523.0,839.0
755.0,710.0,306.0,200.0,552.0,380.0,463.0,828.0,1756.0,2354.0,1520.0,842.0
748.0,713.0,317.0,218.0,553.0,362.0,457.0,825.0,1747.0,2357.0,1517.0,839.0
746.0,703.0,308.0,222.0,554.0,357.0,453.0,813.0,1744.0,2351.0,1517.0,836.0
748.0,691.0,295.0,223.0,553.0,358.0,450.0,813.0,1747.0,2351.0,1517.0,845.0
732.0,681.0,300.0,216.0,552.0,365.0,450.0,803.0,1731.0,2360.0,1520.0,839.0
720.0,673.0,304.0,213.0,553.0,367.0,444.0,794.0,1722.0,2363.0,1523.0,845.0
722.0,679.0,309.0,216.0,547.0,370.0,447.0,791.0,1722.0,2357.0,1520.0,851.0
717.0,682.0,317.0,207.0,556.0,370.0,438.0,782.0,1716.0,2357.0,1523.0,851.0
715.0,682.0,318.0,213.0,551.0,369.0,444.0,772.0,1703.0,2357.0,1526.0,851.0
704.0,676.0,323.0,211.0,561.0,361.0,438.0,763.0,1697.0,2357.0,1529.0,858.0
694.0,666.0,324.0,205.0,566.0,361.0,441.0,763.0,1700.0,2360.0,1526.0,854.0
679.0,657.0,329.0,202.0,570.0,361.0,438.0,763.0,1703.0,2363.0,1529.0,851.0
668.0,655.0,339.0,212.0,561.0,360.0,441.0,757.0,1697.0,2363.0,1523.0,842.0
673.0,654.0,333.0,224.0,541.0,368.0,438.0,744.0,1691.0,2363.0,1523.0,833.0
676.0,655.0,331.0,221.0,539.0,372.0,441.0,741.0,1709.0,2360.0,1529.0,839.0
692.0,648.0,308.0,213.0,553.0,367.0,444.0,744.0,1716.0,2363.0,1529.0,839.0
687.0,643.0,308.0,216.0,547.0,370.0,453.0,747.0,1709.0,2360.0,1532.0,839.0
673.0,645.0,323.0,218.0,548.0,367.0,463.0,750.0,1709.0,2363.0,1529.0,833.0
682.0,646.0,315.0,220.0,553.0,360.0,463.0,741.0,1709.0,2366.0,1529.0,842.0
689.0,645.0,308.0,227.0,544.0,362.0,463.0,738.0,1703.0,2363.0,1529.0,845.0
692.0,634.0,294.0,213.0,557.0,363.0,460.0,732.0,1700.0,2360.0,1526.0,842.0
698.0,620.0,273.0,202.0,561.0,370.0,450.0,725.0,1691.0,2357.0,1529.0,845.0
670.0,618.0,299.0,195.0,561.0,377.0,447.0,716.0,1681.0,2366.0,1532.0,848.0
664.0,626.0,314.0,201.0,554.0,378.0,444.0,707.0,1678.0,2370.0,1542.0,858.0
665.0,620.0,306.0,205.0,566.0,362.0,438.0,707.0,1669.0,2354.0,1529.0,842.0
660.0,626.0,317.0,214.0,573.0,345.0,438.0,700.0,1666.0,2345.0,1510.0,833.0
659.0,621.0,314.0,201.0,589.0,343.0,435.0,691.0,1666.0,2348.0,1520.0,833.0
664.0,620.0,308.0,193.0,594.0,346.0,432.0,675.0,1666.0,2351.0,1523.0,833.0
660.0,620.0,311.0,195.0,577.0,361.0,441.0,675.0,1653.0,2360.0,1526.0,842.0
664.0,613.0,301.0,204.0,562.0,367.0,438.0,669.0,1647.0,2357.0,1529.0,845.0
657.0,621.0,316.0,223.0,539.0,371.0,435.0,663.0,1647.0,2366.0,1535.0,848.0
645.0,620.0,326.0,246.0,516.0,371.0,432.0,663.0,1647.0,2376.0,1542.0,851.0
627.0,612.0,336.0,226.0,528.0,380.0,441.0,660.0,1647.0,2373.0,1538.0,851.0
619.0,607.0,339.0,213.0,548.0,371.0,438.0,657.0,1647.0,2370.0,1535.0,845.0
651.0,618.0,318.0,219.0,536.0,378.0,435.0,650.0,1647.0,2370.0,1532.0,845.0
679.0,638.0,311.0,213.0,548.0,371.0,438.0,644.0,1647.0,2376.0,1535.0,845.0
670.0,640.0,321.0,213.0,553.0,367.0,432.0,638.0,1644.0,2370.0,1532.0,851.0
660.0,645.0,336.0,219.0,541.0,373.0,432.0,625.0,1628.0,2363.0,1523.0,851.0
662.0,628.0,317.0,207.0,561.0,365.0,428.0,619.0,1634.0,2363.0,1529.0,854.0
657.0,620.0,314.0,201.0,573.0,359.0,432.0,619.0,1641.0,2370.0,1542.0,858.0
670.0,616.0,298.0,206.0,567.0,360.0,438.0,622.0,1641.0,2370.0,1538.0,848.0
695.0,626.0,283.0,205.0,564.0,364.0,438.0,619.0,1634.0,2370.0,1542.0,851.0
695.0,630.0,287.0,204.0,563.0,366.0,438.0,616.0,1631.0,2363.0,1538.0,851.0
704.0,623.0,270.0,207.0,570.0,356.0,438.0,613.0,1628.0,2370.0,1542.0,858.0
721.0,629.0,259.0,208.0,582.0,343.0,450.0,613.0,1622.0,2363.0,1542.0,851.0
748.0,645.0,248.0,214.0,582.0,336.0,450.0,613.0,1622.0,2363.0,1535.0,845.0
737.0,638.0,253.0,219.0,568.0,346.0,450.0,607.0,1619.0,2360.0,1523.0,833.0
732.0,641.0,261.0,218.0,572.0,343.0,450.0,607.0,1622.0,2357.0,1523.0,826.0
739.0,643.0,256.0,211.0,568.0,353.0,453.0,600.0,1628.0,2376.0,1529.0,820.0
742.0,638.0,248.0,204.0,562.0,367.0,450.0,594.0,1622.0,2382.0,1529.0,820.0
744.0,638.0,246.0,203.0,557.0,373.0,447.0,588.0,1625.0,2388.0,1529.0,823.0
748.0,645.0,248.0,201.0,559.0,373.0,438.0,582.0,1628.0,2395.0,1529.0,820.0
739.0,651.0,264.0,201.0,562.0,369.0,438.0,582.0,1619.0,2395.0,1523.0,820.0
726.0,651.0,276.0,199.0,572.0,362.0,438.0,575.0,1609.0,2388.0,1510.0,814.0
689.0,662.0,325.0,203.0,559.0,371.0,438.0,569.0,1616.0,2385.0,1504.0,808.0
654.0,663.0,361.0,204.0,557.0,371.0,438.0,569.0,1622.0,2388.0,1504.0,801.0
673.0,665.0,343.0,215.0,541.0,376.0,438.0,566.0,1606.0,2379.0,1504.0,798.0
682.0,660.0,329.0,227.0,520.0,386.0,438.0,563.0,1603.0,2382.0,1504.0,801.0
696.0,670.0,325.0,199.0,557.0,376.0,432.0,550.0,1600.0,2370.0,1513.0,814.0
732.0,679.0,298.0,193.0,561.0,380.0,432.0,550.0,1603.0,2351.0,1504.0,814.0
721.0,677.0,308.0,204.0,549.0,380.0,428.0,550.0,1594.0,2338.0,1495.0,801.0
714.0,688.0,326.0,216.0,532.0,384.0,432.0,550.0,1584.0,2313.0,1473.0,789.0
714.0,678.0,316.0,224.0,517.0,391.0,432.0,550.0,1584.0,2273.0,1457.0,783.0
717.0,663.0,298.0,238.0,507.0,387.0,432.0,550.0,1597.0,2245.0,1435.0,776.0
717.0,661.0,296.0,240.0,505.0,388.0,435.0,560.0,1597.0,2201.0,1413.0,773.0
723.0,670.0,298.0,236.0,511.0,386.0,444.0,563.0,1597.0,2163.0,1385.0,764.0
735.0,674.0,290.0,208.0,553.0,371.0,438.0,563.0,1612.0,2113.0,1360.0,742.0
739.0,685.0,298.0,183.0,584.0,365.0,432.0,563.0,1609.0,2070.0,1317.0,726.0
739.0,691.0,304.0,193.0,574.0,366.0,435.0,560.0,1603.0,2015.0,1288.0,695.0
735.0,695.0,311.0,199.0,576.0,358.0,425.0,557.0,1591.0,1944.0,1248.0,670.0
737.0,696.0,311.0,191.0,572.0,370.0,438.0,566.0,1606.0,1875.0,1188.0,645.0
767.0,716.0,301.0,194.0,562.0,376.0,438.0,569.0,1603.0,1794.0,1129.0,595.0
747.0,701.0,306.0,200.0,557.0,376.0,441.0,566.0,1609.0,1747.0,1079.0,570.0
704.0,688.0,336.0,201.0,554.0,378.0,444.0,569.0,1609.0,1669.0,1010.0,519.0
689.0,685.0,348.0,194.0,564.0,374.0,441.0,569.0,1609.0,1584.0,935.0,447.0
704.0,685.0,333.0,180.0,591.0,362.0,444.0,569.0,1616.0,1494.0,867.0,400.0
718.0,684.0,318.0,189.0,572.0,371.0,444.0,569.0,1609.0,1415.0,804.0,360.0
720.0,682.0,314.0,189.0,576.0,367.0,450.0,575.0,1616.0,1312.0,729.0,307.0
720.0,680.0,312.0,202.0,556.0,375.0,447.0,582.0,1609.0,1193.0,673.0,285.0
729.0,685.0,308.0,218.0,529.0,386.0,450.0,588.0,1616.0,1068.0,604.0,275.0
735.0,687.0,303.0,222.0,526.0,385.0,450.0,588.0,1616.0,915.0,529.0,269.0
745.0,685.0,292.0,218.0,534.0,381.0,450.0,588.0,1609.0,756.0,442.0,250.0
751.0,691.0,292.0,208.0,549.0,376.0,457.0,597.0,1622.0,587.0,345.0,213.0
767.0,701.0,286.0,201.0,559.0,373.0,463.0,607.0,1622.0,456.0,266.0,169.0
751.0,702.0,303.0,204.0,569.0,360.0,466.0,613.0,1625.0,378.0,197.0,119.0
729.0,701.0,323.0,213.0,567.0,353.0,469.0,625.0,1628.0,318.0,153.0,75.0
721.0,700.0,330.0,204.0,574.0,354.0,475.0,635.0,1631.0,225.0,94.0,28.0
742.0,698.0,308.0,191.0,592.0,350.0,482.0,650.0,1647.0,143.0,53.0,13.0
765.0,706.0,293.0,189.0,579.0,364.0,485.0,657.0,1653.0,97.0,25.0,0.0
785.0,701.0,267.0,199.0,562.0,371.0,482.0,663.0,1653.0,56.0,28.0,0.0
784.0,698.0,266.0,208.0,551.0,373.0,478.0,669.0,1659.0,31.0,25.0,10.0
779.0,695.0,267.0,207.0,542.0,384.0,482.0,682.0,1659.0,50.0,47.0,32.0
772.0,701.0,281.0,207.0,539.0,387.0,485.0,691.0,1662.0,150.0,125.0,94.0
773.0,695.0,273.0,207.0,551.0,375.0,488.0,700.0,1659.0,337.0,272.0,188.0
790.0,703.0,264.0,204.0,574.0,356.0,491.0,716.0,1687.0,631.0,492.0,316.0
798.0,701.0,254.0,194.0,591.0,348.0,494.0,725.0,1703.0,1062.0,798.0,494.0
781.0,698.0,268.0,200.0,577.0,356.0,491.0,738.0,1697.0,1443.0,1082.0,670.0
764.0,688.0,276.0,204.0,562.0,367.0,494.0,744.0,1697.0,1756.0,1317.0,808.0
773.0,693.0,272.0,200.0,554.0,379.0,494.0,757.0,1709.0,1978.0,1457.0,883.0
779.0,691.0,264.0,194.0,553.0,386.0,500.0,769.0,1722.0,2151.0,1529.0,920.0
780.0,687.0,258.0,188.0,551.0,393.0,497.0,782.0,1725.0,2348.0,1617.0,951.0
789.0,691.0,254.0,189.0,557.0,386.0,500.0,800.0,1728.0,2488.0,1673.0,995.0
798.0,691.0,245.0,206.0,536.0,391.0,500.0,807.0,1731.0,2510.0,1682.0,992.0
792.0,691.0,251.0,216.0,532.0,384.0,500.0,819.0,1741.0,2457.0,1654.0,976.0
767.0,690.0,275.0,205.0,556.0,371.0,503.0,832.0,1750.0,2395.0,1613.0,948.0
764.0,682.0,270.0,210.0,559.0,364.0,507.0,850.0,1759.0,2332.0,1573.0,926.0
744.0,676.0,284.0,200.0,565.0,368.0,500.0,860.0,1784.0,2291.0,1535.0,895.0
754.0,676.0,273.0,188.0,584.0,361.0,500.0,875.0,1791.0,2257.0,1510.0,876.0
759.0,679.0,272.0,186.0,591.0,356.0,507.0,878.0,1800.0,2235.0,1492.0,870.0
751.0,676.0,276.0,186.0,587.0,359.0,507.0,894.0,1803.0,2220.0,1479.0,870.0
745.0,675.0,281.0,186.0,582.0,364.0,507.0,910.0,1812.0,2201.0,1460.0,851.0
745.0,676.0,283.0,186.0,578.0,368.0,513.0,932.0,1828.0,2182.0,1448.0,833.0
751.0,680.0,281.0,189.0,582.0,361.0,513.0,932.0,1837.0,2157.0,1429.0,826.0
751.0,676.0,276.0,191.0,578.0,364.0,513.0,932.0,1834.0,2138.0,1410.0,814.0
740.0,682.0,293.0,187.0,588.0,358.0,513.0,947.0,1844.0,2126.0,1401.0,804.0
748.0,673.0,276.0,183.0,598.0,351.0,513.0,957.0,1853.0,2132.0,1404.0,795.0
751.0,680.0,281.0,187.0,597.0,348.0,516.0,969.0,1859.0,2123.0,1395.0,789.0
745.0,679.0,286.0,186.0,592.0,355.0,519.0,975.0,1853.0,2126.0,1392.0,795.0
740.0,673.0,284.0,179.0,598.0,356.0,519.0,982.0,1862.0,2126.0,1395.0,789.0
742.0,657.0,267.0,174.0,594.0,365.0,519.0,988.0,1878.0,2120.0,1392.0,776.0
754.0,645.0,242.0,196.0,564.0,372.0,522.0,1010.0,1891.0,2123.0,1395.0,767.0
773.0,629.0,207.0,210.0,545.0,378.0,532.0,1025.0,1897.0,2132.0,1392.0,758.0
784.0,613.0,180.0,211.0,541.0,381.0,532.0,1016.0,1900.0,2138.0,1385.0,767.0
798.0,595.0,147.0,210.0,531.0,392.0,525.0,1019.0,1909.0,2145.0,1385.0,764.0
807.0,566.0,110.0,210.0,531.0,392.0,525.0,1032.0,1900.0,2154.0,1392.0,761.0
801.0,541.0,91.0,216.0,523.0,393.0,525.0,1044.0,1909.0,2163.0,1392.0,764.0
804.0,532.0,78.0,198.0,556.0,380.0,525.0,1053.0,1925.0,2170.0,1404.0,770.0
817.0,541.0,75.0,183.0,584.0,365.0,519.0,1063.0,1934.0,2182.0,1410.0,770.0
806.0,525.0,69.0,189.0,581.0,362.0,528.0,1082.0,1951.0,2191.0,1429.0,795.0
792.0,516.0,75.0,196.0,587.0,350.0,525.0,1088.0,1954.0,2207.0,1442.0,801.0
795.0,530.0,86.0,201.0,574.0,357.0,535.0,1085.0,1957.0,2216.0,1448.0,811.0
792.0,545.0,103.0,202.0,570.0,361.0,532.0,1088.0,1960.0,2226.0,1454.0,820.0
771.0,545.0,124.0,211.0,563.0,358.0,538.0,1103.0,1957.0,2229.0,1460.0,829.0
770.0,548.0,128.0,211.0,556.0,365.0,538.0,1107.0,1960.0,2226.0,1460.0,833.0
744.0,540.0,147.0,208.0,552.0,373.0,541.0,1113.0,1973.0,2223.0,1460.0,826.0
704.0,532.0,178.0,201.0,545.0,387.0,538.0,1113.0,1979.0,2220.0,1460.0,820.0
684.0,534.0,200.0,204.0,537.0,391.0,547.0,1119.0,1992.0,2220.0,1451.0,814.0
631.0,532.0,251.0,201.0,526.0,406.0,544.0,1119.0,1985.0,2207.0,1435.0,814.0
626.0,516.0,241.0,209.0,519.0,405.0,538.0,1119.0,1985.0,2220.0,1442.0,811.0
625.0,510.0,235.0,224.0,507.0,401.0,538.0,1119.0,1985.0,2220.0,1448.0,808.0
608.0,483.0,225.0,214.0,532.0,386.0,532.0,1116.0,1992.0,2229.0,1445.0,808.0
597.0,473.0,225.0,214.0,545.0,373.0,532.0,1119.0,1992.0,2238.0,1460.0,814.0
600.0,463.0,213.0,216.0,551.0,365.0,541.0,1138.0,2004.0,2245.0,1463.0,814.0
569.0,441.0,222.0,208.0,562.0,362.0,544.0,1163.0,2023.0,2245.0,1467.0,814.0
542.0,390.0,198.0,204.0,561.0,368.0,541.0,1163.0,2013.0,2245.0,1467.0,808.0
506.0,335.0,178.0,198.0,561.0,375.0,538.0,1157.0,2017.0,2245.0,1467.0,795.0
478.0,301.0,172.0,190.0,558.0,385.0,535.0,1147.0,2007.0,2248.0,1467.0,795.0
459.0,254.0,144.0,191.0,559.0,383.0,525.0,1144.0,2004.0,2251.0,1467.0,795.0
413.0,183.0,121.0,202.0,568.0,363.0,528.0,1150.0,2013.0,2251.0,1467.0,808.0
381.0,125.0,94.0,202.0,556.0,375.0,538.0,1150.0,2017.0,2251.0,1467.0,814.0
367.0,47.0,30.0,196.0,557.0,380.0,538.0,1157.0,2020.0,2248.0,1473.0,817.0
350.0,0.0,0.0,194.0,562.0,376.0,538.0,1163.0,2029.0,2251.0,1473.0,820.0
314.0,28.0,65.0,199.0,557.0,376.0,544.0,1163.0,2032.0,2248.0,1476.0,826.0
272.0,81.0,160.0,193.0,561.0,380.0,538.0,1163.0,2023.0,2251.0,1473.0,826.0
194.0,195.0,353.0,202.0,561.0,370.0,535.0,1157.0,2029.0,2241.0,1463.0,826.0
138.0,270.0,483.0,211.0,556.0,365.0,532.0,1163.0,2023.0,2245.0,1467.0,826.0
56.0,315.0,609.0,204.0,553.0,376.0,541.0,1166.0,2029.0,2248.0,1467.0,826.0
9.0,313.0,654.0,210.0,545.0,378.0,538.0,1163.0,2029.0,2251.0,1467.0,826.0
24.0,291.0,618.0,200.0,556.0,377.0,532.0,1169.0,2032.0,2254.0,1470.0,820.0
41.0,251.0,561.0,193.0,547.0,393.0,532.0,1169.0,2035.0,2251.0,1467.0,814.0
16.0,218.0,553.0,174.0,567.0,391.0,532.0,1169.0,2038.0,2235.0,1454.0,817.0
6.0,213.0,558.0,157.0,586.0,390.0,532.0,1175.0,2035.0,2232.0,1448.0,801.0
25.0,268.0,593.0,167.0,584.0,381.0,538.0,1175.0,2038.0,2232.0,1454.0,801.0
44.0,301.0,608.0,173.0,592.0,368.0,538.0,1175.0,2048.0,2238.0,1454.0,808.0
83.0,313.0,581.0,183.0,584.0,365.0,544.0,1175.0,2042.0,2232.0,1448.0,804.0
106.0,341.0,586.0,199.0,572.0,362.0,538.0,1169.0,2029.0,2232.0,1448.0,808.0
188.0,351.0,514.0,202.0,566.0,365.0,541.0,1175.0,2042.0,2226.0,1438.0,804.0
300.0,388.0,439.0,205.0,564.0,364.0,538.0,1169.0,2035.0,2232.0,1448.0,801.0
388.0,516.0,479.0,211.0,545.0,376.0,532.0,1175.0,2032.0,2229.0,1448.0,804.0
463.0,666.0,554.0,211.0,547.0,375.0,538.0,1175.0,2023.0,2226.0,1448.0,801.0
536.0,861.0,676.0,233.0,514.0,386.0,535.0,1178.0,2038.0,2223.0,1457.0,808.0
619.0,995.0,726.0,241.0,501.0,390.0,532.0,1182.0,2042.0,2226.0,1454.0,801.0
664.0,1007.0,695.0,223.0,531.0,379.0,528.0,1188.0,2042.0,2223.0,1451.0,808.0
698.0,1001.0,654.0,211.0,551.0,370.0,532.0,1182.0,2042.0,2220.0,1448.0,808.0
719.0,1018.0,651.0,213.0,557.0,362.0,528.0,1182.0,2045.0,2220.0,1451.0,808.0
742.0,1023.0,633.0,198.0,579.0,356.0,532.0,1182.0,2048.0,2220.0,1454.0,808.0
728.0,1013.0,637.0,191.0,582.0,359.0,538.0,1182.0,2045.0,2220.0,1454.0,814.0
704.0,988.0,636.0,191.0,573.0,368.0,538.0,1182.0,2048.0,2220.0,1448.0,814.0
689.0,970.0,633.0,186.0,572.0,375.0,538.0,1175.0,2045.0,2229.0,1454.0,801.0
673.0,938.0,617.0,183.0,570.0,380.0,538.0,1175.0,2048.0,2226.0,1460.0,801.0
670.0,901.0,583.0,186.0,562.0,385.0,535.0,1175.0,2038.0,2226.0,1457.0,792.0
657.0,866.0,561.0,183.0,561.0,389.0,525.0,1169.0,2029.0,2220.0,1460.0,795.0
659.0,838.0,531.0,195.0,552.0,386.0,522.0,1169.0,2038.0,2226.0,1457.0,801.0
660.0,807.0,498.0,216.0,528.0,389.0,525.0,1169.0,2042.0,2226.0,1460.0,801.0
660.0,768.0,459.0,226.0,514.0,393.0,519.0,1169.0,2035.0,2223.0,1454.0,792.0
660.0,735.0,426.0,230.0,504.0,398.0,519.0,1169.0,2035.0,2213.0,1454.0,795.0
657.0,729.0,423.0,224.0,524.0,385.0,522.0,1169.0,2045.0,2226.0,1457.0,795.0
673.0,723.0,401.0,216.0,528.0,389.0,519.0,1169.0,2048.0,2226.0,1460.0,801.0
676.0,710.0,386.0,214.0,528.0,390.0,525.0,1172.0,2038.0,2223.0,1454.0,798.0
673.0,698.0,376.0,210.0,545.0,378.0,519.0,1169.0,2023.0,2226.0,1454.0,808.0
660.0,670.0,361.0,203.0,549.0,381.0,513.0,1169.0,2032.0,2229.0,1463.0,820.0
642.0,638.0,348.0,205.0,559.0,368.0,519.0,1169.0,2035.0,2232.0,1467.0,826.0
627.0,616.0,340.0,210.0,550.0,373.0,522.0,1160.0,2029.0,2223.0,1460.0,823.0
639.0,601.0,314.0,213.0,548.0,371.0,525.0,1157.0,2029.0,2220.0,1454.0,808.0
670.0,613.0,295.0,201.0,567.0,365.0,525.0,1163.0,2032.0,2210.0,1442.0,798.0
698.0,613.0,267.0,179.0,579.0,375.0,525.0,1163.0,2029.0,2207.0,1435.0,801.0
690.0,616.0,278.0,192.0,567.0,374.0,532.0,1169.0,2035.0,2207.0,1438.0,801.0
692.0,613.0,273.0,199.0,562.0,371.0,544.0,1175.0,2042.0,2207.0,1435.0,801.0
719.0,623.0,256.0,201.0,569.0,363.0,547.0,1178.0,2048.0,2210.0,1442.0,804.0
723.0,626.0,254.0,196.0,573.0,364.0,544.0,1175.0,2048.0,2207.0,1442.0,808.0
718.0,637.0,271.0,202.0,566.0,365.0,538.0,1175.0,2054.0,2204.0,1438.0,795.0
714.0,635.0,273.0,196.0,573.0,364.0,538.0,1175.0,2048.0,2201.0,1429.0,795.0
718.0,635.0,269.0,195.0,568.0,370.0,541.0,1175.0,2048.0,2198.0,1438.0,801.0
729.0,638.0,261.0,189.0,572.0,371.0,538.0,1169.0,2048.0,2201.0,1442.0,801.0
732.0,652.0,271.0,202.0,563.0,368.0,538.0,1169.0,2042.0,2195.0,1438.0,795.0
717.0,663.0,298.0,213.0,548.0,371.0,532.0,1169.0,2042.0,2188.0,1429.0,789.0
710.0,656.0,297.0,212.0,552.0,369.0,541.0,1175.0,2051.0,2191.0,1432.0,792.0
735.0,654.0,270.0,208.0,562.0,362.0,544.0,1175.0,2054.0,2195.0,1442.0,795.0
735.0,654.0,270.0,208.0,559.0,366.0,532.0,1169.0,2038.0,2204.0,1445.0,795.0
732.0,657.0,276.0,196.0,564.0,373.0,525.0,1163.0,2029.0,2201.0,1448.0,795.0
746.0,655.0,261.0,199.0,557.0,376.0,522.0,1153.0,2035.0,2201.0,1438.0,798.0
764.0,657.0,245.0,199.0,557.0,376.0,525.0,1150.0,2029.0,2201.0,1429.0,795.0
742.0,646.0,256.0,200.0,562.0,371.0,528.0,1144.0,2020.0,2191.0,1426.0,792.0
732.0,648.0,267.0,202.0,556.0,375.0,525.0,1144.0,2017.0,2188.0,1423.0,789.0
742.0,646.0,256.0,211.0,546.0,376.0,532.0,1147.0,2017.0,2182.0,1417.0,789.0
720.0,645.0,276.0,211.0,551.0,370.0,532.0,1150.0,2023.0,2188.0,1423.0,789.0
726.0,631.0,256.0,219.0,526.0,387.0,532.0,1147.0,2017.0,2176.0,1420.0,789.0
732.0,629.0,248.0,227.0,516.0,390.0,532.0,1150.0,2017.0,2176.0,1417.0,789.0
750.0,635.0,236.0,208.0,549.0,376.0,522.0,1141.0,2020.0,2173.0,1413.0,789.0
760.0,638.0,228.0,204.0,557.0,371.0,513.0,1138.0,2010.0,2170.0,1417.0,789.0
754.0,654.0,251.0,199.0,564.0,369.0,519.0,1138.0,2010.0,2170.0,1417.0,786.0
754.0,666.0,264.0,198.0,570.0,365.0,519.0,1132.0,2010.0,2170.0,1410.0,789.0
762.0,657.0,247.0,176.0,593.0,363.0,519.0,1141.0,2010.0,2170.0,1407.0,783.0
757.0,660.0,254.0,179.0,589.0,365.0,519.0,1144.0,2017.0,2176.0,1410.0,789.0
756.0,671.0,266.0,207.0,561.0,365.0,519.0,1144.0,2010.0,2176.0,1410.0,786.0
757.0,673.0,267.0,224.0,541.0,368.0,513.0,1144.0,2017.0,2170.0,1410.0,789.0
762.0,666.0,256.0,216.0,556.0,361.0,522.0,1147.0,2017.0,2179.0,1420.0,789.0
770.0,663.0,245.0,205.0,569.0,359.0,525.0,1144.0,2017.0,2182.0,1423.0,789.0
762.0,665.0,254.0,207.0,561.0,365.0,532.0,1150.0,2023.0,2173.0,1423.0,792.0
754.0,660.0,258.0,201.0,569.0,364.0,532.0,1144.0,2023.0,2176.0,1423.0,789.0
742.0,657.0,267.0,199.0,569.0,365.0,522.0,1141.0,2017.0,2173.0,1426.0,789.0
720.0,651.0,283.0,198.0,570.0,365.0,519.0,1138.0,2023.0,2176.0,1429.0,789.0
703.0,655.0,304.0,204.0,554.0,375.0,522.0,1132.0,2004.0,2160.0,1420.0,789.0
698.0,666.0,320.0,210.0,541.0,383.0,513.0,1125.0,1992.0,2151.0,1417.0,789.0
718.0,661.0,295.0,214.0,550.0,368.0,513.0,1125.0,1988.0,2151.0,1410.0,789.0
742.0,657.0,267.0,214.0,550.0,368.0,513.0,1132.0,1985.0,2151.0,1410.0,789.0
734.0,650.0,268.0,216.0,547.0,370.0,522.0,1135.0,1998.0,2157.0,1413.0,795.0
739.0,635.0,248.0,216.0,556.0,361.0,532.0,1144.0,2010.0,2163.0,1417.0,801.0
748.0,649.0,253.0,203.0,564.0,366.0,532.0,1144.0,2010.0,2163.0,1420.0,801.0
751.0,660.0,261.0,198.0,561.0,375.0,525.0,1144.0,2017.0,2170.0,1417.0,801.0
753.0,663.0,262.0,213.0,541.0,379.0,513.0,1132.0,2004.0,2154.0,1410.0,795.0
751.0,676.0,276.0,230.0,523.0,380.0,507.0,1125.0,1992.0,2145.0,1404.0,795.0
732.0,662.0,281.0,215.0,529.0,390.0,516.0,1132.0,2001.0,2145.0,1420.0,795.0
